TURN	Speakers' Actions	Emotions and Facial Expressions	Interaction with Others
Ses01M_impro07_M018	The man is sitting in a chair with his hands on his knees. He occasionally gestures with his hands, but mostly maintains a relaxed posture. The woman is sitting on a couch, leaning forward at times and gesturing with her hands. She occasionally looks down and seems to be deep in thought.	Both the man and the woman are smiling throughout the video, suggesting a friendly and positive atmosphere. The woman's facial expressions are more varied, as she occasionally furrows her brow or looks down with a serious expression.	The man and the woman appear to be engaged in a conversation, as they are facing each other and occasionally gesturing towards each other. There is a sense of familiarity between them, as they seem comfortable in each other's presence.
Ses05M_impro05_M009	The man in the black shirt is seen gesturing with his hands, while the man in the white shirt is sitting and listening. At one point, the man in the black shirt raises his voice and points his finger at the other man.	The man in the black shirt appears to be angry and frustrated, as evidenced by his facial expressions and body language. The man in the white shirt remains calm and composed throughout the conversation.	The two men seem to be engaged in a serious conversation, possibly about a disagreement or conflict. The man in the black shirt is trying to convince the other man, while the man in the white shirt is listening attentively.
Ses01M_impro03_F005	The man is seen wearing a headset and speaking to the camera. He occasionally gestures with his hands, but his movements are generally subtle. The woman is seated in a chair and appears to be listening attentively to the man's words. She occasionally nods her head in agreement.	Both the man and the woman maintain a calm and composed demeanor throughout the video. Their facial expressions are generally neutral, with occasional slight smiles or frowns.	The man and woman appear to be engaged in a conversation, but there are no visible signs of tension or disagreement. They maintain a polite and respectful tone throughout the video.
Ses05M_script03_2_M040	The man is seen sitting in a chair and occasionally gesturing with his hands. The woman is also sitting in a chair and occasionally leaning forward. There are no significant physical interactions between the characters.	Both the man and the woman appear calm and composed throughout the video. Their facial expressions are neutral, and there are no visible signs of strong emotions.	The man and the woman seem to be engaged in a conversation, but there are no other individuals visible in the video. Their interaction appears friendly and relaxed.
Ses02F_impro03_F014	The woman is seen sitting on one of the chairs, while the man is sitting on the other. Both are facing each other and appear to be engaged in a conversation. The woman is occasionally gesturing with her hands, while the man is mostly sitting still.	The woman seems to be smiling and laughing at certain points in the conversation, indicating a positive and friendly interaction. The man, on the other hand, maintains a more serious expression throughout the video.	The two speakers appear to be the only individuals in the room. They are focused on their conversation and do not show any signs of interacting with others.
Ses05F_impro06_F013	The speakers are both sitting in chairs, facing each other. They appear to be engaged in a conversation, with occasional gestures and hand movements.	Both speakers maintain a neutral facial expression throughout the video. Their tone of voice is calm and measured, suggesting a serious and focused discussion.	The speakers are the only individuals in the scene, and their interaction is limited to their conversation. There are no visible signs of tension or familiarity between them.
Ses01F_impro06_F001	The woman is seen wearing a red shirt and a black hat, while the man is wearing a gray shirt. Both are sitting in front of a computer screen, and they appear to be engaged in a conversation. The woman is gesturing with her hands, while the man is nodding his head in agreement.	Both the woman and the man seem to be in a calm and composed state. They are maintaining a neutral facial expression throughout the conversation.	There is no visible interaction between the speakers and other individuals in the scene. They seem to be focused solely on their conversation.
Ses05M_script03_2_M004	The man is sitting in a chair and talking to the woman. He occasionally gestures with his hands to emphasize his points. The woman is sitting on a couch and listening attentively. She occasionally nods her head in agreement.	Both the man and the woman appear calm and composed throughout the conversation. They maintain a neutral facial expression, and their tone of voice is measured and controlled.	The man and the woman seem to have a friendly and respectful relationship. They engage in a conversation that is both polite and engaging.
Ses01M_impro02_M005	The man is sitting with his hands on his lap, while the woman is sitting with her hands on her knees. Both speakers are facing the camera and appear to be engaged in a conversation.	The man's facial expression is neutral, while the woman's expression is more animated. She occasionally smiles and nods in agreement with the man's statements.	The speakers seem to be having a friendly conversation, with no visible signs of tension or conflict. They maintain eye contact and occasionally exchange glances.
Ses01F_script03_1_F007	The woman is talking to the man while he is sitting in a chair. She is using hand gestures to emphasize her points. The man is listening attentively and occasionally nodding his head.	The woman appears to be confident and assertive, while the man seems to be interested and engaged in the conversation. Both speakers maintain a calm demeanor throughout the video.	The woman and the man are the only two individuals in the scene. They are facing each other and appear to be engaged in a one-on-one conversation.
Ses03M_impro06_M002	The man is sitting in a chair and speaking to the camera. He occasionally gestures with his hands to emphasize his points. The woman is also sitting in a chair and speaking to the camera. She maintains a neutral posture throughout the video.	Both speakers appear calm and composed. They do not display any strong emotions or facial expressions.	The speakers are addressing the camera directly, without any visible interaction with other individuals.
Ses02F_script02_2_M033	The man and woman are engaged in a conversation, with both parties actively participating. The man occasionally gestures with his hands, while the woman maintains a more reserved posture.	The man appears to be relaxed and engaged, while the woman seems more reserved and focused. Both speakers maintain a professional demeanor throughout the conversation.	The video does not show any other individuals in the scene, so there is no interaction with others to describe.
Ses03M_impro05b_F028	The man is sitting still and occasionally nods his head. The woman is gesturing with her hands as she speaks, and at one point, she leans forward to emphasize a point.	Both the man and the woman appear to be calm and composed throughout the conversation. They maintain eye contact and do not show any strong emotions.	The man and the woman are the only two individuals in the scene. They appear to be engaged in a one-on-one conversation, and there is no visible interaction with others.
Ses04F_script03_1_F003	The woman is sitting in the chair, occasionally shifting her weight from one leg to another. The man is standing behind the desk, occasionally leaning on it. Both speakers are engaged in a conversation, with the man speaking more frequently than the woman.	The woman appears calm and composed, with a neutral facial expression. The man, on the other hand, displays a range of emotions, including moments of frustration and moments of calm. His facial expressions and tone of voice reflect these emotions.	The speakers appear to be engaged in a one-on-one conversation, with no other individuals present in the scene. Their interaction is focused on the exchange of ideas and information.
Ses04F_impro07_F045	The woman is sitting in a chair, leaning forward slightly, and speaking into the microphone. She gestures with her hands occasionally to emphasize her points. The man is sitting at the desk, looking at the laptop screen, and occasionally nodding his head in agreement.	Both speakers appear to be engaged in the conversation, maintaining a serious tone. The woman's facial expressions are mostly neutral, while the man occasionally smiles.	There is no visible interaction between the speakers and other individuals in the scene. They seem to be focused on their conversation.
Ses05M_script02_2_M027	The man is sitting in the chair and talking to the woman. He gestures with his hands occasionally and looks directly at her. The woman is sitting across from him and listening attentively. She occasionally nods her head and responds to his questions.	Both the man and the woman appear calm and composed throughout the conversation. They maintain a neutral facial expression, except for occasional smiles.	The man and the woman seem to have a friendly and professional relationship. They engage in a conversation that appears to be focused on work or a project they are collaborating on.
Ses04F_impro07_F064	The woman is sitting in a chair, wearing a black tank top and a black wristband. She is speaking into the microphone and occasionally gesturing with her hands. The man is sitting in a different chair, wearing a yellow shirt and glasses. He is listening attentively and occasionally nodding his head.	The woman appears to be engaged in the conversation, with a serious expression on her face. The man seems more relaxed, occasionally smiling and making small gestures.	The woman and man are the only two people in the scene, and they appear to be having a one-on-one conversation. There is no visible tension or familiarity between them.
Ses02F_impro07_M010	The woman is seen sitting in one of the chairs, while the man is sitting in the other. Both are engaged in a conversation, and the woman is occasionally gesturing with her hands to emphasize her points.	The woman appears to be smiling and relaxed, while the man is mostly serious and focused on the conversation. Both speakers maintain eye contact throughout the video.	The two speakers seem to be having a friendly conversation, with no visible signs of tension or disagreement. They appear to be comfortable in each other's presence.
Ses05M_impro03_F028	The man is wearing a hat and is seen talking to the woman. He occasionally gestures with his hands to emphasize his points. The woman is listening attentively and occasionally nods her head in agreement.	Both the man and the woman appear to be engaged in a friendly conversation. They are smiling and occasionally laugh. Their facial expressions convey a sense of enjoyment and relaxation.	The man and the woman seem to be comfortable in each other's presence and are focused on their conversation. They do not appear to be interacting with anyone else in the room.
Ses02M_impro07_M018	The woman is sitting in one of the chairs, leaning forward with her hands clasped. She occasionally nods her head and smiles. The man is standing behind the desk, occasionally gesturing with his hands as he speaks.	The woman appears to be engaged and interested in the conversation, as evidenced by her attentive posture and occasional smiles. The man seems confident and assured, maintaining a steady tone of voice throughout the conversation.	The woman and the man appear to be having a friendly conversation, with occasional moments of laughter and smiles. There is no visible tension or hostility between them.
Ses04M_script02_2_F035	The woman is seen speaking into the microphone, while the man is listening attentively. Both speakers maintain a calm and composed demeanor throughout the conversation.	The woman appears to be engaged in the conversation, while the man maintains a neutral expression. There are no visible signs of strong emotions or reactions from either speaker.	The speakers seem to be having a one-on-one conversation, with no other individuals present in the scene. Their interaction appears to be professional and focused on the discussion at hand.
Ses01M_impro04_F020	The man is seen wearing a headset and appears to be engaged in a conversation with the woman. He occasionally gestures with his hands to emphasize his points. The woman, on the other hand, is seated and listens attentively, nodding her head occasionally.	Both speakers maintain a calm and composed demeanor throughout the conversation. Their facial expressions are mostly neutral, with occasional slight smiles or frowns.	The interaction between the speakers seems friendly and professional. They appear to be engaged in a serious discussion, but there are no visible signs of tension or conflict.
Ses03M_impro04_M003	The woman is sitting in a chair and talking into a microphone. The man is sitting in a black chair and gesturing with his hands as he speaks. Both speakers maintain eye contact throughout the conversation.	The woman appears calm and composed, while the man displays a range of emotions, including excitement and frustration. He makes various facial expressions to emphasize his points.	The speakers seem to be engaged in a serious conversation, possibly a job interview or a business meeting. They appear to be listening to each other and responding thoughtfully.
Ses04F_script01_3_M015	The woman is sitting in a chair with her hands resting on her lap. She occasionally leans forward and gestures with her hands while speaking. The man is sitting at a desk, holding a pen and occasionally shuffling papers. He occasionally looks up and takes notes while the woman speaks.	The woman appears to be engaged and passionate about the conversation, as evidenced by her expressive hand gestures and varying facial expressions. The man, on the other hand, maintains a more neutral expression throughout the video, with occasional moments of surprise or interest.	The woman and man appear to be having a serious and focused conversation, with the woman doing most of the talking. The man occasionally interjects with questions or comments, but generally listens attentively.
Ses04M_impro04_F011	The speakers are engaged in a conversation, with both of them taking turns to speak. They are sitting upright, with their hands resting on the table. At times, they gesture with their hands to emphasize their points.	Both speakers appear calm and composed throughout the conversation. They maintain a neutral facial expression, with occasional smiles. Their tone of voice is measured and controlled, suggesting a serious discussion.	The speakers seem to be in a one-on-one conversation, with no other individuals present in the scene. They appear to be engaged in a serious discussion, with both parties actively participating in the conversation.
Ses04M_impro06_M017	The woman is sitting in a chair, facing the camera, and speaking directly to the audience. The man is also sitting in a chair, but he is facing the woman and appears to be listening intently. Both characters maintain a relatively static posture throughout the video.	The woman's facial expressions are mostly neutral, but she occasionally smiles and nods her head in agreement. The man appears to be more engaged in the conversation, as he occasionally nods and leans forward slightly.	The two characters seem to be having a friendly conversation, as they occasionally exchange smiles and nods. There is no visible tension or hostility between them.
Ses04F_impro07_F044	The woman is sitting at the desk, wearing a black tank top and a black headband. She is looking directly at the camera and occasionally nods her head. The man is sitting in a chair next to the desk, wearing a yellow shirt and a black wristwatch. He is holding a pen and occasionally gesturing with his hands as he speaks.	Both speakers appear to be engaged in the conversation, maintaining a neutral tone throughout. Their facial expressions are minimal, with occasional smiles and slight changes in their eyebrows.	The speakers seem to be having a friendly conversation, occasionally making eye contact and nodding in agreement. There is no visible tension or conflict between them.
Ses02F_script01_1_M018	The woman is sitting in a chair, occasionally gesturing with her hands as she speaks. The man is standing, holding a microphone and occasionally nodding his head in agreement. Both speakers appear to be engaged in a conversation, maintaining eye contact with each other.	The woman's facial expressions are mostly neutral, with occasional smiles and frowns. The man appears more animated, with a range of expressions including smiles, frowns, and moments of serious concentration.	The speakers seem to be having a one-on-one conversation, with no other individuals visible in the frame. Their body language suggests a level of familiarity and comfort with each other.
Ses03M_impro06_F020	The man and woman are engaged in a conversation. The man occasionally gestures with his hands, while the woman listens attentively. At one point, the woman leans forward slightly.	Both the man and woman appear calm and composed throughout the conversation. Their facial expressions are neutral, and there are no visible signs of strong emotions.	The man and woman seem to be having a private conversation, as they are the only two individuals in the room. They do not interact with anyone else.
Ses05F_impro03_F054	The woman in the black hat is talking to the camera, while the other woman is sitting in the background and reading a book. There are no visible physical interactions between the characters.	Both women appear calm and composed throughout the video. Their facial expressions are neutral, and there are no visible signs of strong emotions.	The two women do not interact with each other directly. The woman in the black hat is speaking to the camera, while the other woman is focused on reading her book.
Ses02M_impro03_F011	The man is sitting in a chair and talking to the camera. He occasionally gestures with his hands to emphasize his points. The woman is sitting in a chair next to him, occasionally nodding her head in agreement.	Both the man and the woman appear to be relaxed and comfortable. They are smiling and occasionally laugh. Their facial expressions convey a sense of enjoyment and ease.	The man and the woman seem to be engaged in a friendly conversation. They are looking at each other and occasionally nodding in agreement. There is no visible tension or conflict between them.
Ses02F_script01_2_F010	The woman is seen sitting in a chair, occasionally gesturing with her hands as she speaks. The man is standing, holding a piece of paper, and occasionally glances down at it while speaking. Both characters maintain eye contact throughout the conversation.	The woman appears to be engaged and passionate about the conversation, while the man seems more reserved and serious. Both characters maintain a neutral facial expression throughout the video.	There is no visible interaction between the speakers and other individuals in the scene. They appear to be focused solely on their conversation.
Ses03F_script01_1_M025	The man and woman are engaged in a conversation, with both parties actively participating. They occasionally gesture with their hands to emphasize their points.	Both individuals maintain a composed demeanor throughout the conversation. Their facial expressions are mostly neutral, with occasional slight smiles or frowns.	The man and woman seem to be having a friendly conversation, with no visible signs of tension or conflict. They appear to be comfortable in each other's presence.
Ses01F_script02_1_F020	The woman is sitting in a chair, and the man is sitting on a couch. Both are facing each other and appear to be engaged in a conversation. The woman is gesturing with her hands, while the man is sitting still and listening.	The woman appears to be smiling and relaxed, while the man has a neutral expression on his face. Both seem to be comfortable and at ease with each other.	The woman and the man are the only two people in the scene, and they appear to be having a friendly conversation. There is no visible tension or conflict between them.
Ses05F_impro02_F006	Both speakers are sitting in the black chair, facing the camera. They are engaged in a conversation, occasionally gesturing with their hands to emphasize their points. Their posture and body language suggest a relaxed and informal atmosphere.	The speakers appear to be calm and composed throughout the video. Their facial expressions are mostly neutral, with occasional smiles or frowns. They maintain eye contact with the camera and each other, indicating a focused and attentive conversation.	There is no visible interaction with others in the scene. The speakers are solely focused on their conversation, with no distractions or interruptions.
Ses04F_script03_2_F021	Both speakers are sitting upright, facing each other. They appear to be engaged in a serious conversation, with occasional gestures to emphasize their points.	The woman's facial expressions are mostly neutral, but she occasionally smiles or nods in agreement. The man appears more serious and focused, with a stern expression throughout the conversation.	The two speakers seem to be the only individuals in the room, and their interaction is primarily verbal. There is no visible tension or familiarity between them.
Ses01M_script01_2_M015	The man is wearing a headset and appears to be playing a video game. He is sitting in the black chair and occasionally gestures with his hands as he speaks. The woman is standing and occasionally leans against the white wall. She is looking at the man and occasionally nods her head.	The man seems to be enjoying himself, as evidenced by his occasional smiles and relaxed posture. The woman appears to be attentive and engaged in the conversation, but her facial expressions are mostly neutral.	The two individuals seem to be having a friendly conversation, as they occasionally smile and nod at each other. There is no visible tension or hostility between them.
Ses01F_impro04_F022	The woman is gesturing with her hands, while the man is sitting still. At one point, the man looks at the woman and nods his head.	The woman appears to be excited and passionate about the topic she is discussing, while the man seems calm and attentive. Both speakers maintain a professional demeanor throughout the conversation.	The woman and the man are engaged in a conversation, exchanging ideas and opinions. They appear to be comfortable with each other and are actively participating in the discussion.
Ses03F_script03_2_F038	The woman is seen speaking into the microphone, while the man is holding a piece of paper and occasionally glancing at it. Both speakers are sitting upright and maintaining eye contact throughout the conversation.	The woman appears to be engaged and attentive, while the man seems more reserved and serious. Both speakers maintain a neutral facial expression throughout the video.	There is no interaction with others in the scene. The focus is solely on the conversation between the two speakers.
Ses01F_script02_2_M044	The woman is sitting in a chair with her arms crossed, while the man is standing with his hands in his pockets. Both are facing each other and appear to be engaged in a conversation.	The woman's facial expression is neutral, while the man's is slightly animated. Both appear to be focused on the conversation, and there are no visible signs of strong emotions.	The woman and the man are the only two individuals in the scene, and their interaction seems to be a one-on-one conversation. There are no visible signs of tension or familiarity between them.
Ses03M_script01_3_M001	The woman is holding a piece of paper and occasionally gestures with her hands to emphasize her points. The man is sitting calmly and occasionally nods his head in agreement.	Both speakers appear to be calm and composed throughout the conversation. Their facial expressions are neutral, and there are no visible signs of strong emotions.	The two speakers are engaged in a conversation, but there are no other individuals present in the scene.
Ses01F_impro05_M019	The woman is sitting in a chair and gesturing with her hands as she speaks. She occasionally leans forward and looks directly at the camera. The man is sitting at the table and occasionally nods his head while listening. He does not make any gestures or movements.	The woman appears to be engaged and passionate about the topic she is discussing. She maintains a positive facial expression throughout the video. The man appears to be attentive and interested in what the woman is saying, but he does not display any strong emotions.	The woman and man seem to be having a friendly conversation. They are facing each other and occasionally make eye contact. There is no visible tension or conflict between them.
Ses03M_script03_1_M022	The man is sitting in one of the chairs, while the woman is sitting in the other. Both are facing each other and engaged in a conversation. The man occasionally gestures with his hands, while the woman maintains a more reserved posture.	The man appears to be relaxed and friendly, with a slight smile on his face. The woman, on the other hand, seems more serious and focused on the conversation. Her facial expressions are mostly neutral, with occasional slight changes in her eyes and eyebrows.	The two speakers seem to be engaged in a one-on-one conversation, with no other individuals visible in the scene. Their interaction appears to be friendly and professional, with no visible signs of tension or conflict.
Ses01F_impro04_F002	The woman is seen sitting in a chair with her arms crossed, while the man is sitting in another chair with his hands resting on his lap. Both characters maintain a relatively static posture throughout the video.	The woman's facial expression remains neutral, while the man appears to be slightly tense, with his eyebrows furrowed and mouth set in a straight line.	There is no visible interaction between the two characters, as they seem to be engaged in a separate activity.
Ses01F_impro03_F016	The woman is seen talking to the man, while the man is listening attentively. At one point, the woman leans forward and gestures with her hands, indicating that she is emphasizing a particular point.	Both the woman and the man appear to be engaged in the conversation. The woman is seen smiling at one point, while the man maintains a serious expression throughout the video.	The woman and the man seem to be having a private conversation, as they are the only two individuals in the room. They appear to be comfortable with each other and are actively engaged in the discussion.
Ses02M_impro08_M009	The man is sitting in a chair, wearing a green shirt and a cap. He is speaking into a microphone and occasionally gesturing with his hands. The woman is sitting on a chair, holding a microphone and listening attentively to the man's words. She occasionally nods her head and makes small gestures to show her understanding of the conversation.	Both the man and the woman appear calm and composed throughout the video. Their facial expressions are neutral, and their tone of voice is measured and controlled.	The man and the woman seem to be engaged in a serious conversation, possibly discussing a professional or academic topic. They maintain eye contact and occasionally exchange brief glances.
Ses02F_script03_2_F037	The woman is sitting in a chair, facing the camera. She occasionally shifts her weight or adjusts her posture, but remains seated throughout the video. The man is standing in front of her, holding a piece of paper. He occasionally gestures with his free hand, but remains relatively still.	The woman's facial expressions are mostly neutral, with occasional slight smiles or frowns. The man appears more engaged in the conversation, with visible changes in his facial expressions as he speaks.	The woman and man seem to be engaged in a conversation, with the man occasionally looking at the woman as he speaks. There are no visible signs of tension or hostility between them, and they appear to be communicating in a friendly and professional manner.
Ses05M_script03_2_F018	The man is sitting in a chair with his hands on his knees. He occasionally leans forward and gestures with his hands. The woman is sitting on a couch, and she occasionally shifts her position. Both characters maintain eye contact throughout the conversation.	The man appears calm and composed, with a neutral facial expression. The woman displays a range of emotions, including surprise, concern, and amusement. Her facial expressions change throughout the conversation, reflecting her reactions to the man's words.	The man and woman seem to be engaged in a serious conversation, with the woman occasionally interrupting the man to ask questions or clarify points. There is no visible tension between them, and they appear to be listening to each other attentively.
Ses04F_script03_2_M003	The woman is sitting in a chair, occasionally gesturing with her hands as she speaks. The man is sitting at a desk, holding a piece of paper and occasionally glancing down at it. Both speakers maintain a relatively static posture throughout the video.	The woman appears to be engaged in the conversation, occasionally smiling and nodding her head. The man maintains a neutral expression, with occasional slight changes in his facial muscles.	The speakers are the only individuals in the scene, and there is no visible interaction between them. They appear to be having a one-sided conversation.
Ses02F_script01_3_F019	The woman is sitting in one of the chairs, leaning forward with her hands resting on her lap. The man is standing behind the table, occasionally gesturing with his hands as he speaks.	The woman's facial expressions are mostly neutral, but she occasionally smiles or nods in response to the man's comments. The man appears to be engaged in the conversation, maintaining a steady pace and tone.	The woman and the man seem to be having a serious conversation, possibly discussing a professional matter or making an important decision. They appear to be listening to each other attentively and maintaining a respectful tone.
Ses04F_impro03_M018	The woman is sitting at the desk, smiling and nodding as she listens to the man. The man is standing in front of the desk, holding a piece of paper and occasionally gesturing with his hands as he speaks.	The woman appears to be engaged and interested in the conversation, as evidenced by her smile and nods. The man seems to be explaining something important, as he occasionally looks down at the paper in his hand and uses hand gestures to emphasize his points.	The woman and the man seem to be having a friendly and productive conversation. They are facing each other and maintaining eye contact, indicating a level of comfort and rapport.
Ses04M_impro08_F029	The speakers are engaged in a conversation, with both of them gesturing and occasionally leaning towards each other. They appear to be actively listening and responding to each other's points.	Both speakers seem to be calm and composed, with occasional smiles and nods. Their facial expressions and tone of voice suggest that they are having a friendly and productive conversation.	The speakers are the only individuals in the scene, and their interaction is focused solely on their conversation. There is no visible tension or formality between them.
Ses05M_script01_1_F008	Both speakers are sitting at a table, facing each other. They are actively engaged in the conversation, with occasional gestures and hand movements to emphasize their points. The woman is taking notes on a piece of paper, while the man is occasionally looking down at his lap.	Both speakers appear calm and composed throughout the video. Their facial expressions are mostly neutral, with occasional slight smiles or frowns. They maintain eye contact with each other, indicating a level of attentiveness and engagement.	The speakers are the only individuals visible in the video. They appear to be having a one-on-one conversation, with no visible signs of interaction with others.
Ses04F_impro05_M016	The woman is seen gesturing with her hands, while the man is sitting still with his hands resting on the table. There is no physical interaction between them.	Both speakers maintain a neutral expression throughout the video. Their tone of voice is calm and measured.	The speakers appear to be engaged in a serious conversation, possibly discussing a professional or academic topic. There is no visible tension or familiarity between them.
Ses02M_script02_2_M037	The man is sitting in a chair, facing the camera. He is wearing a green shirt and appears to be relaxed. The woman is sitting in a different chair, also facing the camera. She is wearing a blue shirt and occasionally gestures with her hands.	Both the man and the woman appear to be calm and composed throughout the video. They maintain a neutral facial expression and do not show any signs of strong emotions.	The man and the woman are engaged in a conversation, but there are no visible signs of their relationship or interaction. They appear to be discussing a topic of mutual interest.
Ses04F_impro01_M006	The woman is seen sitting in a chair, occasionally gesturing with her hands as she speaks. The man is sitting at a desk, holding a pen and occasionally looking down at a piece of paper. Both speakers maintain a relatively static position throughout the video.	The woman appears to be engaged in the conversation, occasionally smiling and nodding her head. The man maintains a neutral expression throughout the video, with only subtle changes in his facial features.	The speakers appear to be having a one-on-one conversation, with no other individuals visible in the frame. Their body language suggests a level of familiarity and comfort with each other.
Ses04M_impro03_M025	The woman is sitting in a chair and speaking into the microphone. She occasionally gestures with her hands to emphasize her points. The man is sitting in a black chair and appears to be listening attentively. He occasionally nods his head in agreement.	The woman's facial expressions are mostly neutral, but she occasionally smiles and nods in agreement with the man's statements. The man appears to be serious and focused on the conversation, with a neutral expression on his face.	The woman and man seem to be engaged in a professional conversation, possibly discussing a work-related topic. They appear to be respectful and courteous towards each other, with no visible signs of tension or disagreement.
Ses01M_impro05_F019	The man is sitting in a chair with his hands resting on his lap. He occasionally gestures with his hands as he speaks, but his movements are generally subtle and controlled. The woman is sitting on a couch, leaning forward slightly as she listens to the man. She occasionally nods her head in agreement or shakes it in disagreement.	Both the man and the woman appear calm and composed throughout the video. Their facial expressions are generally neutral, with occasional slight smiles or frowns.	The man and the woman seem to be engaged in a friendly conversation, with occasional moments of disagreement. They appear to be comfortable with each other and are actively listening to one another.
Ses05F_impro08_F022	The woman is seen wearing a virtual reality headset and gesturing with her hands as she speaks. The man is sitting in a chair and listening attentively, occasionally nodding his head.	Both speakers appear calm and composed throughout the video. Their facial expressions are neutral, and there are no visible signs of strong emotions.	The two speakers seem to be engaged in a conversation, but there is no visible interaction between them beyond the woman's gestures.
Ses02F_script02_2_F017	The woman is seen sitting in a chair, occasionally gesturing with her hands as she speaks. The man is standing, holding a piece of paper, and occasionally glancing down at it while speaking. Both characters maintain eye contact throughout the conversation.	The woman appears to be engaged and passionate about the conversation, with a slight smile on her face. The man, on the other hand, seems more serious and focused, with a neutral expression.	The two characters are the only individuals present in the scene, and their interaction is the primary focus of the video. They appear to be having a serious conversation, but there is no visible tension or hostility between them.
Ses01M_script02_2_M043	The man is sitting in a chair with his arms crossed, while the woman is sitting across from him with her hands resting on the table. Both characters are facing each other and appear to be engaged in a conversation.	The man's facial expression is neutral, while the woman's expression is more animated. She seems to be making a point or expressing a strong opinion.	The two characters appear to be having a serious conversation, possibly discussing a difficult topic. They are both focused on the discussion and are actively listening to each other.
Ses02F_impro04_M017	The woman is seen talking to the man, while the man is listening attentively. At one point, the woman holds up her hand, possibly to emphasize a point or to signal the man to wait. The man remains standing and continues to pay attention to the woman's words.	The woman appears to be calm and composed, while the man seems to be focused and engaged in the conversation. There are no visible signs of strong emotions or reactions from either of them.	The woman and the man seem to be having a one-on-one conversation, with no other individuals present in the scene. Their interaction is professional and respectful, with no visible signs of tension or conflict.
Ses04M_impro08_F004	The woman is seen speaking into the microphone, while the man is sitting still with his hands on the desk. At times, he looks directly at the woman, but mostly, he maintains a neutral expression.	The woman appears to be engaged in the conversation, making various facial expressions as she speaks. The man, on the other hand, maintains a stoic expression throughout the video.	The speakers seem to be having a serious conversation, possibly about a work-related matter. They are both dressed in formal attire, suggesting a professional setting.
Ses05M_script03_1_F003	The man is seen wearing a headband and speaking directly to the camera. He maintains a steady posture and uses his hands occasionally to emphasize his points. The woman, on the other hand, is seen smiling and nodding in agreement with the man's statements. She occasionally leans forward to show her engagement in the conversation.	Both the man and the woman appear to be in a positive and relaxed state. The man maintains a composed demeanor, while the woman's smile and nods indicate her approval and agreement with the man's statements.	The video does not show any other individuals in the scene, so there is no interaction between the speakers and others.
Ses02F_script02_1_M003	The woman is seen sitting in a chair with her arms crossed, while the man is sitting in front of a microphone. They both appear to be engaged in a conversation, with the woman occasionally leaning forward and the man occasionally gesturing with his hands.	Both the woman and the man maintain a neutral facial expression throughout the video. Their tone of voice is calm and measured, suggesting that they are discussing a serious topic.	There is no interaction with others in the scene. The focus is solely on the conversation between the woman and the man.
Ses04F_impro04_M000	The woman is sitting in the chair, occasionally shifting her weight or adjusting her posture. The man is standing behind the chair, with his hands clasped in front of him. He occasionally leans forward or gestures with his hands.	The woman's facial expressions are mostly neutral, with occasional slight smiles or frowns. The man appears more serious, with a stern expression and a focused gaze.	The speakers seem to be engaged in a serious conversation, with occasional moments of tension or disagreement. They maintain a certain distance from each other, with no physical contact or visible signs of intimacy.
Ses02F_impro06_M005	The woman is seen talking to the camera, while the man is listening attentively. At times, he nods his head in agreement or shakes it in disagreement. Both speakers maintain a calm and composed demeanor throughout the video.	The woman appears to be relaxed and comfortable, while the man maintains a more serious expression. Both speakers seem to be engaged in a serious conversation, as indicated by their focused expressions and occasional nods.	The video does not show any other individuals in the scene, so there is no interaction between the speakers and others.
Ses01M_script02_2_M016	The man is seen wearing a red hat and holding a black object in his hand. He is gesturing with his hands and occasionally leaning forward. The woman is sitting upright, with her hands resting on the table. She occasionally nods her head and looks attentive.	Both speakers appear calm and composed throughout the video. Their facial expressions are neutral, and there are no visible signs of strong emotions.	The two speakers seem to be engaged in a serious conversation. They are facing each other and occasionally nodding or gesturing to emphasize their points. There is no visible tension or hostility between them.
Ses02M_script02_1_M001	The man and woman are both sitting in chairs, facing each other. They appear to be engaged in a conversation, with the man occasionally gesturing with his hands to emphasize a point. The woman listens attentively and occasionally nods her head in agreement.	Both the man and woman seem to be in good spirits, with smiles on their faces throughout the video. Their facial expressions and tone of voice suggest a friendly and positive conversation.	The man and woman are the only two individuals in the scene, and their interaction appears to be focused solely on their conversation. There are no visible signs of tension or conflict between them.
Ses04F_script03_2_F044	The woman is gesturing with her hands as she speaks, while the man is holding a piece of paper and occasionally glancing down at it. Both speakers are sitting upright and facing each other.	The woman appears to be animated and engaged in the conversation, while the man seems more reserved and serious. Both speakers maintain eye contact throughout the video.	There is no visible interaction between the speakers and other individuals. They seem to be focused solely on their conversation.
Ses03F_script02_1_M007	Throughout the video, both individuals are engaged in a conversation. The woman occasionally gestures with her hands, while the man remains relatively still. At one point, the man leans forward slightly, indicating that he is actively listening to the woman.	Both individuals appear calm and composed throughout the conversation. Their facial expressions are neutral, and there are no visible signs of strong emotions.	The conversation between the man and the woman appears to be friendly and professional. They maintain eye contact and engage in a back-and-forth discussion.
Ses05F_script03_2_M039	The woman is sitting in a chair, facing the camera. She occasionally gestures with her hands, but her movements are generally subtle. The man is also seated, with his hands resting on a table in front of him. He occasionally leans forward or back, but his posture remains relatively stable.	Both speakers appear calm and composed throughout the video. Their facial expressions are generally neutral, with occasional slight smiles or frowns.	The woman and man do not appear to interact with each other directly. They both address the camera, and there is no visible communication between them.
